   0;     839
   1;     721
   2;     517
   3;     274
   4;     106
   5;      41
   6;      14
   7;       5
   8;       2
   9;       0
  10;       0
  11;       0
  12;       0
  13;       2
  14;       0
  15;       0
  16;       0
  17;       0
  18;       0
  19;       0
  20;       0
  21;       0
  22;       1
  23;       0
  24;       0
  25;       0
  26;       0
  27;       0
  28;       0
  29;       2
  30;      34
  31;      88
  32;     129
  33;     144
  34;     163
  35;     157
  36;     140
  37;     139
  38;     159
  39;     150
  40;     156
  41;     134
  42;     133
  43;     144
  44;     153
  45;     155
  46;     159
  47;     129
  48;     149
  49;     138
  50;     132
  51;     126
  52;     160
  53;     125
  54;     139
  55;     127
  56;     131
  57;     149
  58;     131
  59;     127
  60;     130
  61;     151
  62;     145
  63;     126
  64;     120
  65;     121
  66;     120
  67;     107
  68;     112
  69;     119
  70;     115
  71;     128
  72;     119
  73;     110
  74;     116
  75;     147
  76;     117
  77;     107
  78;     116
  79;     105
  80;     112
  81;      92
  82;     102
  83;     111
  84;     112
  85;     122
  86;     104
  87;     127
  88;     127
  89;      96
  90;     117
  91;     113
  92;     111
  93;     120
  94;     110
  95;     122
  96;     117
  97;     126
  98;     114
  99;     120
 100;     122
 101;     121
 102;     122
 103;     123
 104;     130
 105;     128
 106;     109
 107;     128
 108;     138
 109;     145
 110;     152
 111;     159
 112;     204
 113;     237
 114;     212
 115;     306
 116;     293
 117;     305
 118;     275
 119;     266
 120;     228
 121;     224
 122;     223
 123;     231
 124;     213
 125;     219
 126;     225
 127;     255
 128;     328
 129;     435
 130;     610
 131;     838
 132;    1053
 133;    1272
 134;    1367
 135;    1419
 136;    1257
 137;    1096
 138;    1049
 139;     950
 140;     987
 141;    1074
 142;    1028
 143;    1139
 144;    1264
 145;    1489
 146;    1476
 147;    1555
 148;    1451
 149;    1336
 150;    1095
 151;     831
 152;     563
 153;     429
 154;     382
 155;     368
 156;     359
 157;     382
 158;     392
 159;     374
 160;     313
 161;     280
 162;     264
 163;     264
 164;     232
 165;     224
 166;     231
 167;     259
 168;     234
 169;     220
 170;     238
 171;     219
 172;     189
 173;     183
 174;     181
 175;     189
 176;     178
 177;     213
 178;     235
 179;     236
 180;     228
 181;     290
 182;     327
 183;     294
 184;     294
 185;     339
 186;     277
 187;     290
 188;     274
 189;     230
 190;     255
 191;     221
 192;     248
 193;     251
 194;     242
 195;     277
 196;     262
 197;     293
 198;     291
 199;     279
 200;     293
 201;     278
 202;     270
 203;     292
 204;     238
 205;     259
 206;     259
 207;     260
 208;     252
 209;     233
 210;     246
 211;     281
 212;     277
 213;     295
 214;     338
 215;     444
 216;     530
 217;     732
 218;     960
 219;    1304
 220;    1730
 221;    2041
 222;    2214
 223;    2173
 224;    2211
 225;    1700
 226;    1342
 227;    1111
 228;     705
 229;     547
 230;     422
 231;     373
 232;     360
 233;     396
 234;     478
 235;     573
 236;     736
 237;    1014
 238;    1291
 239;    1516
 240;    1772
 241;    1752
 242;    1799
 243;    1644
 244;    1399
 245;    1161
 246;     930
 247;     761
 248;     644
 249;     519
 250;     483
 251;     448
 252;     458
 253;     547
 254;     633
 255;     660
 256;     778
 257;     779
 258;     732
 259;     730
 260;     610
 261;     499
 262;     506
 263;     520
 264;     546
 265;     573
 266;     747
 267;     855
 268;    1040
 269;    1173
 270;    1062
 271;    1118
 272;    1069
 273;     962
 274;     811
 275;     733
 276;     602
 277;     605
 278;     494
 279;     450
 280;     431
 281;     365
 282;     336
 283;     336
 284;     342
 285;     371
 286;     401
 287;     422
 288;     443
 289;     419
 290;     426
 291;     463
 292;     491
 293;     445
 294;     506
 295;     487
 296;     463
 297;     441
 298;     469
 299;     404
 300;     449
 301;     406
 302;     398
 303;     352
 304;     375
 305;     367
 306;     367
 307;     380
 308;     432
 309;     483
 310;     470
 311;     467
 312;     488
 313;     544
 314;     662
 315;     710
 316;     806
 317;     789
 318;     822
 319;     861
 320;     857
 321;     734
 322;     659
 323;     551
 324;     453
 325;     447
 326;     422
 327;     363
 328;     368
 329;     333
 330;     361
 331;     362
 332;     375
 333;     379
 334;     369
 335;     401
 336;     406
 337;     434
 338;     476
 339;     433
 340;     491
 341;     550
 342;     553
 343;     569
 344;     520
 345;     582
 346;     580
 347;     529
 348;     538
 349;     499
 350;     509
 351;     491
 352;     481
 353;     441
 354;     460
 355;     500
 356;     519
 357;     513
 358;     553
 359;     550
 360;     624
 361;     637
 362;     721
 363;     743
 364;     752
 365;     848
 366;     858
 367;     931
 368;     997
 369;    1068
 370;    1163
 371;    1219
 372;    1268
 373;    1158
 374;    1044
 375;     987
 376;     795
 377;     695
 378;     579
 379;     496
 380;     427
 381;     396
 382;     364
 383;     398
 384;     355
 385;     388
 386;     349
 387;     334
 388;     372
 389;     376
 390;     360
 391;     403
 392;     395
 393;     423
 394;     396
 395;     387
 396;     454
 397;     448
 398;     475
 399;     454
 400;     440
 401;     497
 402;     489
 403;     540
 404;     481
 405;     503
 406;     522
 407;     526
 408;     587
 409;     515
 410;     579
 411;     635
 412;     635
 413;     666
 414;     746
 415;     707
 416;     761
 417;     848
 418;    1037
 419;    1449
 420;    2206
 421;    3602
 422;    5927
 423;    9543
 424;   14753
 425;   21706
 426;   30036
 427;   38496
 428;   45916
 429;   51477
 430;   54099
 431;   52747
 432;   48091
 433;   40892
 434;   31894
 435;   24023
 436;   16573
 437;   10756
 438;    6467
 439;    3770
 440;    2327
 441;    1345
 442;     776
 443;     510
 444;     395
 445;     371
 446;     388
 447;     366
 448;     330
 449;     394
 450;     390
 451;     447
 452;     421
 453;     479
 454;     546
